WKT,nama,deskripsi
"POLYGON ((106.8961343 -6.3850308, 106.8666085 -6.3809364, 106.8350228 -6.3754773, 106.807557 -6.366606, 106.7869577 -6.3625115, 106.7629251 -6.3597819, 106.7539987 -6.3454508, 106.7457589 -6.358417, 106.7457589 -6.3850308, 106.7368325 -6.4055019, 106.7292794 -6.4198313, 106.7333993 -6.4368895, 106.7279061 -6.4764623, 106.7347726 -6.4880607, 106.7443856 -6.4907896, 106.7560586 -6.4996587, 106.7588052 -6.5180787, 106.776658 -6.5501414, 106.795884 -6.5644666, 106.8226632 -6.571288, 106.8350228 -6.5651487, 106.8432626 -6.5637845, 106.8508157 -6.5351336, 106.8604287 -6.5139854, 106.873475 -6.4839672, 106.8892678 -6.4525825, 106.8961343 -6.4307486, 106.8981942 -6.4055019, 106.8961343 -6.3850308))",Poligon 1,
