WKT,nama,deskripsi
"GEOMETRYCOLLECTION (POLYGON ((110.4325196 -7.8253108, 110.4366471 -7.8269463, 110.445245 -7.8277774, 110.4325196 -7.8253108)), POLYGON ((110.4177643 -7.8194635, 110.4321839 -7.8252457, 110.4325196 -7.8253108, 110.4177643 -7.8194635)), POLYGON ((110.445245 -7.8277774, 110.4479767 -7.8283068, 110.4421402 -7.8303476, 110.4424836 -7.8436121, 110.4366471 -7.8490538, 110.4297806 -7.8568762, 110.4201676 -7.8582366, 110.4088379 -7.8568762, 110.4084946 -7.8691196, 110.3909851 -7.8703099, 110.3916718 -7.8750711, 110.3861786 -7.892075, 110.3837754 -7.8992165, 110.3830887 -7.907378, 110.3813721 -7.9189398, 110.3820588 -7.9226803, 110.3899552 -7.9230203, 110.3937317 -7.9257407, 110.4030014 -7.9254007, 110.4143311 -7.928461, 110.4211975 -7.9322015, 110.428064 -7.9315214, 110.4345871 -7.9325415, 110.437677 -7.936962, 110.4462601 -7.9352618, 110.4510666 -7.9366219, 110.4538132 -7.9393422, 110.4582764 -7.937302, 110.4637696 -7.9362819, 110.4699494 -7.9226803, 110.4675461 -7.9124788, 110.4696061 -7.9015969, 110.4654862 -7.8927552, 110.4661728 -7.8879942, 110.4538132 -7.887314, 110.4517533 -7.8845934, 110.4531266 -7.8801724, 110.4593064 -7.8723505, 110.4617096 -7.8679293, 110.4678894 -7.8658888, 110.4714943 -7.8612975, 110.4728676 -7.8589168, 110.4728676 -7.8546656, 110.4759575 -7.8512645, 110.4781891 -7.849564, 110.481794 -7.8483736, 110.480764 -7.8444624, 110.483339 -7.8407211, 110.4859139 -7.8374901, 110.4838539 -7.83732, 110.4775025 -7.8386805, 110.4682328 -7.8347691, 110.4507233 -7.8283068, 110.445245 -7.8277774)))",Poligon 5,
