WKT,nama,deskripsi
"POLYGON ((106.796044 -6.1796869, 106.7991339 -6.203238, 106.8025672 -6.2028967, 106.808747 -6.2011901, 106.8159568 -6.2015314, 106.8245398 -6.2035793, 106.8368994 -6.2066511, 106.8471991 -6.2090403, 106.8482291 -6.2063098, 106.8530356 -6.2001661, 106.8616187 -6.1929985, 106.8746649 -6.1923159, 106.8784415 -6.1660336, 106.8647086 -6.1718363, 106.8496024 -6.1745669, 106.8231987 -6.1732728, 106.8214499 -6.1687643, 106.8090903 -6.1701296, 106.796044 -6.1796869))",Poligon 1,
